generic_name,drug_name,num_claims,total_cost
PYRIMETHAMINE,DARAPRIM,689,4638449.009999999
QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,6570117,171012632.49999553
QUETIAPINE FUMARATE,SEROQUEL,18545,11034635.749999998
QUETIAPINE FUMARATE,SEROQUEL XR,730040,470100516.1599988
QUINAPRIL HCL,ACCUPRIL,1864,229078.7900000001
QUINAPRIL HCL,QUINAPRIL HCL,963587,19424178.07999993
QUINAPRIL/HYDROCHLOROTHIAZIDE,ACCURETIC,46,3962.6899999999996
QUINAPRIL/HYDROCHLOROTHIAZIDE,QUINAPRIL-HYDROCHLOROTHIAZIDE,55698,2281232.0800000103
QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,2260,963361.9200000004
QUINIDINE SULFATE,QUINIDINE SULFATE,1883,31441.58
QUININE SULFATE,QUALAQUIN,79,21585.63
QUININE SULFATE,QUININE SULFATE,5426,1014508.8999999997
QUINUPRISTIN/DALFOPRISTIN,SYNERCID,24,50457.11
RABEPRAZOLE SODIUM,ACIPHEX,12294,7203951.840000004
RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,114516,8536539.65999998
"RABIES VACC, HUMAN DIPLOID/PF",IMOVAX RABIES VACCINE,15,4750.35
RABIES VACCINE (PCEC)/PF,RABAVERT,22,6444.03
RALOXIFENE HCL,EVISTA,22470,5397396.869999983
RALOXIFENE HCL,RALOXIFENE HCL,1047911,214784023.87999988
RALTEGRAVIR POTASSIUM,ISENTRESS,282882,354015531.6200012
RAMELTEON,ROZEREM,80838,20604627.690000102
RAMIPRIL,ALTACE,3488,626487.6999999997
RAMIPRIL,RAMIPRIL,2175209,45881110.350000344
RAMUCIRUMAB,CYRAMZA,174,1029428.3299999998
RANIBIZUMAB,LUCENTIS,876,2009322.85
RANITIDINE HCL,RANITIDINE HCL,7023332,81360555.68999915
RANITIDINE HCL,ZANTAC,1342,403961.1500000001
RANOLAZINE,RANEXA,844530,329290791.7399962
RASAGILINE MESYLATE,AZILECT,224790,152802305.61000067
REGORAFENIB,STIVARGA,1681,18140064.749999996
REPAGLINIDE,PRANDIN,2623,1736635.0200000003
REPAGLINIDE,REPAGLINIDE,227236,22681349.88999995
REPAGLINIDE/METFORMIN HCL,PRANDIMET,335,157178.19999999998
RESERPINE,RESERPINE,11,369.19
RETAPAMULIN,ALTABAX,178,57209.349999999984
RIBAVIRIN,MODERIBA,235,210923.44
RIBAVIRIN,RIBASPHERE,6248,985968.0399999999
RIBAVIRIN,RIBASPHERE RIBAPAK,2343,2766300.47
RIBAVIRIN,RIBAVIRIN,16676,3236911.5999999987
RIFABUTIN,MYCOBUTIN,114,81324.97
RIFABUTIN,RIFABUTIN,2023,1175546.8999999997
RIFAMPIN,RIFADIN,13,8254.49
RIFAMPIN,RIFAMPIN,40956,2431729.9700000025
RIFAMPIN/ISONIAZID,RIFAMATE,15,8599.0
RIFAPENTINE,PRIFTIN,52,3197.31
RIFAXIMIN,XIFAXAN,153601,226478659.00999936
RILONACEPT,ARCALYST,22,447516.85
RILPIVIRINE HCL,EDURANT,14787,12752898.349999987
RILUZOLE,RILUTEK,141,330640.58999999997
RILUZOLE,RILUZOLE,16542,5210862.5400000075
RIMABOTULINUMTOXINB,MYOBLOC,69,67145.65
RIMANTADINE HCL,RIMANTADINE HCL,1173,152248.02
RIMEXOLONE,VEXOL,951,95579.35
"RINGERS SOLUTION,LACTATED",LACTATED RINGERS,2712,88237.65000000001
RIOCIGUAT,ADEMPAS,11461,92754188.10000007
RISEDRONATE SODIUM,ACTONEL,40699,11516841.329999989
RISEDRONATE SODIUM,ATELVIA,56405,13217411.810000004
RISEDRONATE SODIUM,RISEDRONATE SODIUM,92780,21196151.220000003
RISEDRONATE SODIUM,RISEDRONATE SODIUM DR,16858,3435629.3200000054
RISPERIDONE,RISPERDAL,7391,5249516.889999993
RISPERIDONE,RISPERDAL M-TAB,450,354938.0100000001
RISPERIDONE,RISPERIDONE,4190654,65508681.09000099
RISPERIDONE,RISPERIDONE ODT,44797,7591444.189999992
RISPERIDONE MICROSPHERES,RISPERDAL CONSTA,262192,231704673.63999945
RITONAVIR,NORVIR,443049,149494640.06000006
RITUXIMAB,RITUXAN,2084,16972838.010000005
RIVAROXABAN,XARELTO,3229649,1268691792.6600108
RIVASTIGMINE,EXELON,830615,386879922.0499983
RIVASTIGMINE,RIVASTIGMINE,48910,17528595.889999993
RIVASTIGMINE TARTRATE,EXELON,415,133602.33000000002
RIVASTIGMINE TARTRATE,RIVASTIGMINE,251734,29300155.53000013
RIZATRIPTAN BENZOATE,MAXALT,1518,890944.3600000001
RIZATRIPTAN BENZOATE,MAXALT MLT,1288,602339.1100000001
RIZATRIPTAN BENZOATE,RIZATRIPTAN,137702,5241130.629999996
ROFLUMILAST,DALIRESP,253855,71106928.04999988
ROMIPLOSTIM,NPLATE,519,2816992.5000000005
ROPINIROLE HCL,REQUIP,1334,477626.4099999998
ROPINIROLE HCL,REQUIP XL,1843,840795.0100000001
ROPINIROLE HCL,ROPINIROLE ER,50083,10198478.810000006
ROPINIROLE HCL,ROPINIROLE HCL,2431098,45904147.84000011
ROSIGLITAZONE MALEATE,AVANDIA,849,203117.02000000002
ROSUVASTATIN CALCIUM,CRESTOR,7998737,2630879077.429989
ROTIGOTINE,NEUPRO,72664,45734658.27000008
RUFINAMIDE,BANZEL,18473,37689575.51000001
RUXOLITINIB PHOSPHATE,JAKAFI,26200,256738787.62000012
SACROSIDASE,SUCRAID,103,695238.0900000001
SACUBITRIL/VALSARTAN,ENTRESTO,1662,690949.5299999999
SALICYLIC ACID,KERALYT,11,464.12
SALICYLIC ACID,SALACYN,11,385.55
SALICYLIC ACID,SALICYLIC ACID,692,50214.100000000006
SALMETEROL XINAFOATE,SEREVENT DISKUS,49995,16045191.959999977
SALSALATE,SALSALATE,9588,1483851.2599999995
SAPROPTERIN DIHYDROCHLORIDE,KUVAN,938,13347286.969999995
SAQUINAVIR MESYLATE,INVIRASE,3696,3826992.4699999997
SARGRAMOSTIM,LEUKINE,1231,6779668.32
SAXAGLIPTIN HCL,ONGLYZA,397788,165960493.58999994
SAXAGLIPTIN HCL/METFORMIN HCL,KOMBIGLYZE XR,99049,39056203.160000004
SCOPOLAMINE,TRANSDERM-SCOP,87250,10458741.88000001
SECOBARBITAL SODIUM,SECONAL SODIUM,139,207169.92
SECUKINUMAB,COSENTYX (2 SYRINGES),69,334835.72
SECUKINUMAB,COSENTYX PEN (2 PENS),694,3879864.4499999997
SELEGILINE,EMSAM,3044,4130040.6200000015
SELEGILINE HCL,SELEGILINE HCL,45715,5015315.369999999
SELEGILINE HCL,ZELAPAR,909,2515270.870000001
SELENIUM SULFIDE,SELENIUM SULFIDE,28452,409556.9900000004
SERTACONAZOLE NITRATE,ERTACZO,102,51523.47
SERTRALINE HCL,SERTRALINE HCL,11436621,100792325.87999998
SERTRALINE HCL,ZOLOFT,8413,2455270.2700000037
SEVELAMER CARBONATE,RENVELA,872751,1129209977.3499992
SEVELAMER CARBONATE,SEVELAMER CARBONATE,446,153596.16
SEVELAMER HCL,RENAGEL,21598,25695294.949999984
SILDENAFIL CITRATE,REVATIO,2641,10846177.289999997
SILDENAFIL CITRATE,SILDENAFIL,70102,23747937.50999997
SILDENAFIL CITRATE,VIAGRA,137871,21505068.730000015
SILODOSIN,RAPAFLO,360404,90619390.45999986
SILVER SULFADIAZINE,SILVADENE,149,6388.429999999999
SILVER SULFADIAZINE,SILVER SULFADIAZINE,201122,4830110.589999996
SILVER SULFADIAZINE,SSD,65287,1431205.8099999975
SIMEPREVIR SODIUM,OLYSIO,1482,32991658.240000006
SIMVASTATIN,SIMVASTATIN,30256970,249546877.77999997
SIMVASTATIN,ZOCOR,7886,1885482.579999998
SINECATECHINS,VEREGEN,43,94315.01
SIROLIMUS,RAPAMUNE,4549,5163487.070000005
SIROLIMUS,SIROLIMUS,12161,9222880.26999999
SITAGLIPTIN PHOS/METFORMIN HCL,JANUMET,810495,351651659.3600002
SITAGLIPTIN PHOS/METFORMIN HCL,JANUMET XR,169978,68791124.59000017
SITAGLIPTIN PHOSPHATE,JANUVIA,4094280,1849978509.7200084
SOD PICOSULF/MAG OX/CITRIC AC,PREPOPIK,18040,1973417.0399999982
SOD/POT/K CIT/SOD CIT/CIT ACID,TRICITRATES,81,2883.64
SODIUM ACETATE,SODIUM ACETATE,324,12980.609999999999
SODIUM BICARBONATE,NEUT,40,10360.67
SODIUM BICARBONATE,SODIUM BICARBONATE,15007,812347.8500000002
SODIUM CHLORIDE,SODIUM CHLORIDE,336,13846.93
SODIUM CHLORIDE 0.45 %,SODIUM CHLORIDE,13610,290271.1299999997
SODIUM CHLORIDE 3 %,SODIUM CHLORIDE,285,13257.91
SODIUM CHLORIDE FOR INHALATION,SODIUM CHLORIDE,2275,49121.42999999997
SODIUM CHLORIDE IRRIG SOLUTION,SODIUM CHLORIDE,51456,806533.8599999989
SODIUM CHLORIDE/NAHCO3/KCL/PEG,GAVILYTE-N,233985,4313716.1500000125
SODIUM CHLORIDE/NAHCO3/KCL/PEG,NULYTELY WITH FLAVOR PACKS,606,20405.58
SODIUM CHLORIDE/NAHCO3/KCL/PEG,PEG 3350-ELECTROLYTE,177193,3116862.439999998
SODIUM CHLORIDE/NAHCO3/KCL/PEG,PEG-3350 WITH FLAVOR PACKS,706,12314.599999999999
SODIUM CHLORIDE/NAHCO3/KCL/PEG,TRILYTE WITH FLAVOR PACKETS,12257,237088.1
SODIUM FLUORIDE,CLINPRO 5000,91,880.3299999999999
SODIUM FLUORIDE,DENTA 5000 PLUS,10277,79554.71000000004
SODIUM FLUORIDE,DENTAGEL,2419,19055.82999999999
SODIUM FLUORIDE,FLUORIDE,186,1311.99
SODIUM FLUORIDE,FLUORIDEX DAILY DEFENSE,24,535.48
SODIUM FLUORIDE,LUDENT FLUORIDE,350,1685.6100000000001
SODIUM FLUORIDE,PREVIDENT,16069,224301.74999999983
SODIUM FLUORIDE,PREVIDENT 5000,2544,35732.32
SODIUM FLUORIDE,PREVIDENT 5000 PLUS,1667,26740.750000000004
SODIUM FLUORIDE,SF,4610,33804.119999999995
SODIUM FLUORIDE,SF 5000 PLUS,17633,136067.25999999998
SODIUM FLUORIDE,SODIUM FLUORIDE,24,246.28
SODIUM FLUORIDE/POTASSIUM NIT,PREVIDENT 5000 ENAMEL PROTECT,595,7844.090000000001
SODIUM FLUORIDE/POTASSIUM NIT,PREVIDENT 5000 SENSITIVE,2229,29738.050000000003
SODIUM OXYBATE,XYREM,13645,129406963.07000004
SODIUM PHENYLBUTYRATE,BUPHENYL,142,1350550.5899999999
SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,71,643597.1599999999
"SODIUM PHOS,M-BASIC-D-BASIC",SODIUM PHOSPHATE,166,14453.49
SODIUM POLYSTYRENE SULFONATE,KIONEX,36560,2287939.260000004
SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,19504,1774630.0900000015
SODIUM POLYSTYRENE SULFONATE,SPS,41609,2530715.109999997
SODIUM THIOSULFATE,SODIUM THIOSULFATE,11,2954.89
"SODIUM,POTASSIUM,&MAG SULFATES",SUPREP,431766,35067827.94999993
SODIUM/K+/MAG/CA/CHLOR/ACETATE,TPN ELECTROLYTES,35,2674.9
SOFOSBUVIR,SOVALDI,24631,685653587.6899996
SOLIFENACIN SUCCINATE,VESICARE,1598948,482624090.5800012
SOMATROPIN,GENOTROPIN,2671,4360897.06
SOMATROPIN,HUMATROPE,2142,4071046.7600000007
SOMATROPIN,NORDITROPIN FLEXPRO,4117,7445254.480000002
SOMATROPIN,NUTROPIN AQ,231,339671.5
SOMATROPIN,NUTROPIN AQ NUSPIN,985,2152248.8200000003
SOMATROPIN,OMNITROPE,2226,2692605.5400000005
SOMATROPIN,SAIZEN,562,3936429.24
SOMATROPIN,SEROSTIM,6142,68424080.74000001
SOMATROPIN,ZORBTIVE,11,245515.49
SORAFENIB TOSYLATE,NEXAVAR,9697,97254324.7800001
SOTALOL HCL,BETAPACE,549,393593.5599999999
SOTALOL HCL,BETAPACE AF,433,239431.48999999993
SOTALOL HCL,SORINE,24,202.75
SOTALOL HCL,SOTALOL,948025,16548390.820000023
SOTALOL HCL,SOTALOL AF,34527,793682.3499999996
SPIRONOLACT/HYDROCHLOROTHIAZID,ALDACTAZIDE,528,42491.969999999994
SPIRONOLACT/HYDROCHLOROTHIAZID,SPIRONOLACTONE-HCTZ,187816,8463195.739999985
SPIRONOLACTONE,ALDACTONE,833,85517.18
SPIRONOLACTONE,SPIRONOLACTONE,4656061,46979523.929999866
STAVUDINE,STAVUDINE,4185,375545.6099999998
STAVUDINE,ZERIT,56,25949.41
STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,158,18043.07
"SUB-Q INSULIN DEVICE, 20 UNIT",VGO 20,5443,1585096.1199999992
"SUB-Q INSULIN DEVICE, 30 UNIT",VGO 30,5530,1621313.9399999995
"SUB-Q INSULIN DEVICE, 40 UNIT",VGO 40,10059,3031469.95
SUCCIMER,CHEMET,11,29808.27
SUCRALFATE,CARAFATE,190169,41402957.80000004
SUCRALFATE,SUCRALFATE,974083,29939081.069999896
SUCROFERRIC OXYHYDROXIDE,VELPHORO,16905,24163245.230000004
SULCONAZOLE NITRATE,EXELDERM,137,37328.990000000005
SULFACETAMIDE SODIUM,SODIUM SULFACETAMIDE,62,5280.209999999999
SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,14346,646496.9400000003
SULFACETAMIDE SODIUM/SULFUR,SODIUM SULFACETAMIDE-SULFUR,185,22573.699999999997
SULFACETAMIDE/PREDNISOLONE SP,SULFACETAMIDE-PREDNISOLONE,6794,126572.78000000001
SULFACETM NA/PREDNISOL AC,BLEPHAMIDE,1381,209245.1199999999
SULFACETM NA/PREDNISOL AC,BLEPHAMIDE S.O.P.,634,66711.13
SULFADIAZINE,SULFADIAZINE,626,253678.67000000004
SULFAMETHOXAZOLE/TRIMETHOPRIM,BACTRIM DS,13,2069.99
SULFAMETHOXAZOLE/TRIMETHOPRIM,SULFAMETHOXAZOLE-TRIMETHOPRIM,3430165,20727421.48000044
SULFAMETHOXAZOLE/TRIMETHOPRIM,SULFATRIM,204,14048.24
SULFASALAZINE,AZULFIDINE,226,35036.11
SULFASALAZINE,SULFASALAZINE,238602,6910520.650000019
SULFASALAZINE,SULFASALAZINE DR,91036,4259413.449999995
SULINDAC,SULINDAC,180813,2737858.180000001
SUMATRIPTAN,IMITREX,181,83142.10000000002
SUMATRIPTAN,SUMATRIPTAN,4503,1319708.47
SUMATRIPTAN SUCC/NAPROXEN SOD,TREXIMET,2556,2103253.480000001
SUMATRIPTAN SUCCINATE,IMITREX,2673,2115162.03
SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,819862,42814682.63000011
SUMATRIPTAN SUCCINATE,SUMAVEL DOSEPRO,1214,1652011.2100000002
SUNITINIB MALATE,SUTENT,6662,56815035.04000004
SUVOREXANT,BELSOMRA,9354,2373528.030000001
"SYR W-NDL,INS 0.3 ML HALF MARK",INSULIN SYRINGE,8862,287984.45999999973
"SYR W-NDL,INS 0.3 ML HALF MARK",ULTRA COMFORT,521,7037.4
"SYR,NDL,INSULIN,1ML-SHARPS BIN",ULTICARE,62,1566.95
"SYR-ND,INS,0.3/CONTAINER,EMPTY",ULTICARE,12,180.76
"SYR-ND,INS,0.5/CONTAINER,EMPTY",ULTICARE,58,1259.99
"SYRING W-NDL,DISP,INSUL,0.3 ML",ADVOCATE SYRINGES,374,9721.68
"SYRING W-NDL,DISP,INSUL,0.3 ML",COMFORT EZ,82,2655.0400000000004
"SYRING W-NDL,DISP,INSUL,0.3 ML",EASY TOUCH,3145,58725.49
"SYRING W-NDL,DISP,INSUL,0.3 ML",EASY TOUCH INSULIN SYRINGE,185,2773.99
"SYRING W-NDL,DISP,INSUL,0.3 ML",GLUCOPRO,12,161.99
"SYRING W-NDL,DISP,INSUL,0.3 ML",INSULIN SYRINGE,147210,3882099.080000019
"SYRING W-NDL,DISP,INSUL,0.3 ML",INSUMED,83,1360.8999999999999
"SYRING W-NDL,DISP,INSUL,0.3 ML",LITE TOUCH,300,11359.600000000002
"SYRING W-NDL,DISP,INSUL,0.3 ML",MONOJECT INSULIN SYRINGE,681,23815.859999999997
"SYRING W-NDL,DISP,INSUL,0.3 ML",PRECISION,14,159.11
"SYRING W-NDL,DISP,INSUL,0.3 ML",PRODIGY INSULIN SYRINGE,13,170.54
"SYRING W-NDL,DISP,INSUL,0.3 ML",SAFETYGLIDE INSULIN SYRINGE,894,39295.359999999986
"SYRING W-NDL,DISP,INSUL,0.3 ML",SURE COMFORT,12130,256271.63000000006
"SYRING W-NDL,DISP,INSUL,0.3 ML",SURE-JECT INSULIN SYRINGE,217,5357.28
"SYRING W-NDL,DISP,INSUL,0.3 ML",TRUEPLUS INSULIN SYRINGE,1453,26799.600000000006
"SYRING W-NDL,DISP,INSUL,0.3 ML",ULTICARE,588,15340.009999999998
"SYRING W-NDL,DISP,INSUL,0.3 ML",ULTILET INSULIN SYRINGE,15,308.49
"SYRING W-NDL,DISP,INSUL,0.3 ML",ULTRA COMFORT,215,2863.5800000000004
"SYRING W-NDL,DISP,INSUL,0.3 ML",ULTRA-THIN II,109,3584.92
"SYRING W-NDL,DISP,INSUL,0.5 ML",ADVOCATE SYRINGES,905,27170.329999999998
"SYRING W-NDL,DISP,INSUL,0.5 ML",BD INSULIN SYRINGE MICRO-FINE,107,1657.46
"SYRING W-NDL,DISP,INSUL,0.5 ML",COMFORT EZ,1262,46671.619999999995
"SYRING W-NDL,DISP,INSUL,0.5 ML",EASY COMFORT INSULIN SYRINGE,2863,114324.95999999996
"SYRING W-NDL,DISP,INSUL,0.5 ML",EASY TOUCH,18821,368721.71000000095
"SYRING W-NDL,DISP,INSUL,0.5 ML",EASY TOUCH INSULIN SYRINGE,506,9844.9
"SYRING W-NDL,DISP,INSUL,0.5 ML",INSULIN SYRINGE,725927,19893647.23999999
"SYRING W-NDL,DISP,INSUL,0.5 ML",LITE TOUCH,830,21686.73999999999
"SYRING W-NDL,DISP,INSUL,0.5 ML",MAXI-COMFORT,11,185.13
"SYRING W-NDL,DISP,INSUL,0.5 ML",MONOJECT INSULIN SYRINGE,16837,593036.2599999999
"SYRING W-NDL,DISP,INSUL,0.5 ML",PRODIGY INSULIN SYRINGE,157,2643.18
"SYRING W-NDL,DISP,INSUL,0.5 ML",SAFETYGLIDE INSULIN SYRINGE,436,17972.44
"SYRING W-NDL,DISP,INSUL,0.5 ML",SURE COMFORT,69931,1550172.2600000019
"SYRING W-NDL,DISP,INSUL,0.5 ML",SURE-JECT INSULIN SYRINGE,54,775.49
"SYRING W-NDL,DISP,INSUL,0.5 ML",TERUMO INSULIN SYRINGE,87,1048.5200000000002
"SYRING W-NDL,DISP,INSUL,0.5 ML",THINPRO INSULIN SYRINGE,13,86.73
"SYRING W-NDL,DISP,INSUL,0.5 ML",TOPCARE ULTRA COMFORT,36,464.07000000000005
"SYRING W-NDL,DISP,INSUL,0.5 ML",TRUEPLUS INSULIN SYRINGE,15670,260673.15999999977
"SYRING W-NDL,DISP,INSUL,0.5 ML",ULTICARE,3090,85718.52
"SYRING W-NDL,DISP,INSUL,0.5 ML",ULTILET INSULIN SYRINGE,43,743.56
"SYRING W-NDL,DISP,INSUL,0.5 ML",ULTRA COMFORT,6330,104110.99999999999
"SYRING W-NDL,DISP,INSUL,0.5 ML",ULTRA-THIN II,743,19380.620000000006
"SYRINGE AND NEEDLE,INSULIN,1ML",ADVOCATE SYRINGES,587,18083.78
"SYRINGE AND NEEDLE,INSULIN,1ML",BD INSULIN SYRINGE ULT-FINE II,12,302.87
"SYRINGE AND NEEDLE,INSULIN,1ML",COMFORT EZ,502,21120.23
"SYRINGE AND NEEDLE,INSULIN,1ML",EASY COMFORT INSULIN SYRINGE,1330,59834.53999999999
"SYRINGE AND NEEDLE,INSULIN,1ML",EASY TOUCH,4638,97869.06000000006
"SYRINGE AND NEEDLE,INSULIN,1ML",EASY TOUCH INSULIN SYRINGE,514,11004.740000000002
"SYRINGE AND NEEDLE,INSULIN,1ML",EASY-TOUCH INSULIN SYRINGE,7776,170026.66000000015
"SYRINGE AND NEEDLE,INSULIN,1ML",INSULIN SYRINGE,691062,18926842.24999999
"SYRINGE AND NEEDLE,INSULIN,1ML",LITE TOUCH,748,20430.199999999997
"SYRINGE AND NEEDLE,INSULIN,1ML",MAXI-COMFORT,45,679.3
"SYRINGE AND NEEDLE,INSULIN,1ML",MONOJECT INSULIN SYRINGE,4034,48748.630000000005
"SYRINGE AND NEEDLE,INSULIN,1ML",PRODIGY INSULIN SYRINGE,37,407.78
"SYRINGE AND NEEDLE,INSULIN,1ML",SURE COMFORT,44380,996132.0399999976
"SYRINGE AND NEEDLE,INSULIN,1ML",SURE-JECT INSULIN SYRINGE,185,3833.38
"SYRINGE AND NEEDLE,INSULIN,1ML",TERUMO INSULIN SYRINGE,66,1106.9299999999998
"SYRINGE AND NEEDLE,INSULIN,1ML",THINPRO INSULIN SYRINGE,76,1072.6399999999999
"SYRINGE AND NEEDLE,INSULIN,1ML",TOPCARE ULTRA COMFORT,64,910.96
"SYRINGE AND NEEDLE,INSULIN,1ML",TRUEPLUS INSULIN SYRINGE,7387,141160.36000000002
"SYRINGE AND NEEDLE,INSULIN,1ML",ULTICARE,2946,78437.82000000008
"SYRINGE AND NEEDLE,INSULIN,1ML",ULTILET INSULIN SYRINGE,129,1766.0499999999997
"SYRINGE AND NEEDLE,INSULIN,1ML",ULTRA COMFORT,6995,118134.36999999994
"SYRINGE AND NEEDLE,INSULIN,1ML",ULTRA-THIN II,217,7164.669999999999
"SYRINGE AND NEEDLE,INSULIN,1ML",VANISHPOINT,1009,64714.58000000001
"SYRINGE W-NDL, DISP., INSULIN",INSULIN SYRINGE,232,3652.7900000000004
"SYRINGE W-NDL, DISP., INSULIN",MONOJECT INSULIN SAFETY SYRNG,11811,440127.9799999997
"SYRINGE W-O NEEDL,INSULIN,1 ML",INSULIN SYRINGE,43,636.63
"SYRINGE,NEEDLE,INSULN,SAFE,1ML",ASSURE ID INSULIN SAFETY,310,2883.9500000000003
"SYRINGE,NEEDLE,INSULN,SAFE,1ML",EASY TOUCH INSULIN SAFETY,505,14694.0
"SYRINGE,NEEDLE,INSULN,SAFE,1ML",MAGELLAN INSULIN SAFETY SYRNG,4325,112324.75000000001
"SYRINGE,NEEDLE,INSULN,SF 0.5ML",ASSURE ID INSULIN SAFETY,2332,22660.300000000003
"SYRINGE,NEEDLE,INSULN,SF 0.5ML",EASY TOUCH INSULIN SAFETY,369,11360.850000000004
"SYRINGE,NEEDLE,INSULN,SF 0.5ML",MAGELLAN INSULIN SAFETY SYRNG,91,2137.49
"SYRINGE,NEEDLE,INSULN,SF 0.5ML",MAGELLAN INSULIN SYRINGE,2708,73646.29999999999
TACROLIMUS,ASTAGRAF XL,300,175163.18000000002
TACROLIMUS,HECORIA,56,12798.28
TACROLIMUS,PROGRAF,21970,12250675.79000001
TACROLIMUS,PROTOPIC,599,393117.46
TACROLIMUS,TACROLIMUS,157314,32732271.03999985
TADALAFIL,ADCIRCA,71915,182220040.32000032
TADALAFIL,CIALIS,159048,38117158.59000001
TAFLUPROST/PF,ZIOPTAN,44531,7490184.95999999
TALIGLUCERASE ALFA,ELELYSO,48,1723632.8800000001
TAMOXIFEN CITRATE,SOLTAMOX,95,51223.34
TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,384671,12347838.669999981
TAMSULOSIN HCL,FLOMAX,775,209278.64000000004
TAMSULOSIN HCL,TAMSULOSIN HCL,12715195,401280812.23000324
TAPENTADOL HCL,NUCYNTA,47192,21041246.890000023
TAPENTADOL HCL,NUCYNTA ER,49422,23993958.08000001
TASIMELTEON,HETLIOZ,936,9139428.95
TAVABOROLE,KERYDIN,1720,2046813.5800000003
TAZAROTENE,TAZORAC,1637,819297.6800000002
TBO-FILGRASTIM,GRANIX,188,251506.13
TEDIZOLID PHOSPHATE,SIVEXTRO,146,513284.2899999999
TEDUGLUTIDE,GATTEX,1180,42261350.89999999
TELAVANCIN HCL,VIBATIV,13,6884.31
TELBIVUDINE,TYZEKA,153,148361.50000000003
TELMISARTAN,MICARDIS,9942,1770784.2099999972
TELMISARTAN,TELMISARTAN,206669,16347064.27999995
TELMISARTAN/AMLODIPINE,TELMISARTAN-AMLODIPINE,1891,263761.33
TELMISARTAN/AMLODIPINE,TWYNSTA,405,69888.55
TELMISARTAN/HYDROCHLOROTHIAZID,MICARDIS HCT,7151,1285518.73
TELMISARTAN/HYDROCHLOROTHIAZID,TELMISARTAN-HYDROCHLOROTHIAZID,92561,11449303.289999964
TEMAZEPAM,RESTORIL,716,397153.5799999999
TEMAZEPAM,TEMAZEPAM,3076675,41458630.54999952
TEMSIROLIMUS,TORISEL,62,231374.08
TENOFOVIR DISOPROXIL FUMARATE,VIREAD,136732,124563025.69000018
TERAZOSIN HCL,TERAZOSIN HCL,1762684,18769329.14000012
TERBINAFINE HCL,TERBINAFINE HCL,237007,2226719.5899999966
TERBUTALINE SULFATE,TERBUTALINE SULFATE,7944,1688350.6299999987
TERCONAZOLE,TERAZOL 7,73,3325.6400000000003
TERCONAZOLE,TERCONAZOLE,39815,1451415.950000001
TERIFLUNOMIDE,AUBAGIO,38990,240529216.02000007
TERIPARATIDE,FORTEO,144592,312815858.17000026
TESAMORELIN ACETATE,EGRIFTA,1989,7185370.749999998
TESTOSTERONE,ANDRODERM,8148,3369698.860000004
TESTOSTERONE,ANDROGEL,184205,128481718.96000023
TESTOSTERONE,AXIRON,5521,3445945.47
TESTOSTERONE,FORTESTA,338,166963.69999999998
TESTOSTERONE,STRIANT,49,21446.27
TESTOSTERONE,TESTIM,7657,4430497.639999997
TESTOSTERONE,TESTOPEL,78,77778.2
TESTOSTERONE,TESTOSTERONE,18811,7474826.930000002
TESTOSTERONE CYPIONATE,DEPO-TESTOSTERONE,9133,477603.3700000001
TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE,241163,11390223.380000008
TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE,2106,164100.68999999992
TESTOSTERONE UNDECANOATE,AVEED,27,22992.27
"TETANUS & DIPHTHERIA TOX,ADULT",TETANUS DIPHTHERIA TOXOIDS,2564,95278.43000000004
TETANUS AND DIPHTHERIA TOX/PF,TENIVAC,936,43175.84999999999
"TETANUS TOXOID, ADSORBED/PF",TETANUS TOXOID ADSORBED,67,4095.4400000000005
TETRABENAZINE,TETRABENAZINE,448,3111733.9899999998
TETRABENAZINE,XENAZINE,16832,152213764.87000012
TETRACAINE HCL,TETRACAINE HCL,14,153.13
TETRACAINE HCL/PF,TETRACAINE HCL,53,493.8
TETRACYCLINE HCL,TETRACYCLINE HCL,2236,654072.0700000001
THALIDOMIDE,THALOMID,6066,43632991.06999997
THEOPHYLLINE ANHYDROUS,ELIXOPHYLLIN,952,135478.85
THEOPHYLLINE ANHYDROUS,THEO-24,16874,1804516.8300000024
THEOPHYLLINE ANHYDROUS,THEOPHYLLINE,24908,1262889.740000002
THEOPHYLLINE ANHYDROUS,THEOPHYLLINE ANHYDROUS,396823,10461605.030000033
THIOGUANINE,TABLOID,184,95871.68
THIORIDAZINE HCL,THIORIDAZINE HCL,76727,3273361.469999997
THIOTHIXENE,THIOTHIXENE,72564,5492726.079999996
"THYROID,PORK",ARMOUR THYROID,120147,3361127.850000006
"THYROID,PORK",NP THYROID,1956,32541.01999999999
TIAGABINE HCL,GABITRIL,6608,3757528.4100000006
TIAGABINE HCL,TIAGABINE HCL,15077,5823290.489999987
TICAGRELOR,BRILINTA,238518,78051333.22999987
